book_id,title_word_count,title_avg_word_length,._count,!_count,?_count,",_count",``_count,length,proper_names,pos_sentiment,neu_sentiment,neg_sentiment,point_of_view,sim_alle,sim_cs,sim_dam,sim_gah,sim_hawas,sim_lit,sim_lar,sim_saa,sim_ws,genre
pg32132,4,4.0,0.04101588885078613,0.0014548326422878285,0.0035851232970664343,0.06857457576040983,0.012968793839822926,96231,0.004011181428022155,0.12300000000000001,0.8029999999999999,0.07400000000000001,0.5715079144682033,0.5139758586883545,0.607953667640686,0.6975989937782288,0.6169451475143433,0.58540278673172,0.5913167595863342,0.7080809473991394,0.7332018613815308,0.654151439666748,Literary
pg37827,8,4.75,0.04792190359975595,0.005003050640634534,0.006682123245881635,0.05675655887736425,0.027397193410616232,204875,0.005300793166564979,0.131,0.773,0.096,0.4324090121317158,0.6606788635253906,0.606814980506897,0.5688914656639099,0.6566817760467529,0.6395527720451355,0.5908710360527039,0.5507957935333252,0.5788803100585938,0.6260287761688232,Literary
pg30436,6,6.0,0.044821743989041485,0.0037705922641577453,0.003748963627843265,0.06556360621462817,0.011095490429328432,138705,0.004592480444107999,0.172,0.733,0.095,0.4027643844423015,0.6112830638885498,0.6131091117858887,0.5584484338760376,0.6184742450714111,0.684736967086792,0.5843631029129028,0.6836116313934326,0.6128777265548706,0.638278603553772,Literary
pg16080,2,4.0,0.040810424832384964,0.0023757513202325928,0.0046625231902692075,0.0590467631500505,0.0005383256736856622,224771,0.0033723211624275373,0.138,0.742,0.12,0.6125769569041337,0.5969255566596985,0.6279319524765015,0.5422154664993286,0.5481511354446411,0.5026907324790955,0.5430300831794739,0.4374381899833679,0.42835533618927,0.5079126954078674,Literary
pg16730,4,4.75,0.039480176129434656,0.0038167583619590213,0.004561491700877854,0.05771683376620959,0.011869187589018906,107421,0.007205295054039712,0.14300000000000002,0.7659999999999999,0.09,0.4338692946058091,0.6325441002845764,0.6654707193374634,0.6261208057403564,0.7268989086151123,0.6451402902603149,0.623468279838562,0.6204710602760315,0.6882423162460327,0.625393271446228,Literary
pg14852,3,4.333333333333333,0.04363173922465413,0.005497450870809904,0.00895902003946303,0.05985035984351655,0.02245172622238444,175354,0.0035414076667769205,0.133,0.769,0.098,0.4832817337461301,0.612086832523346,0.551468014717102,0.6251881122589111,0.6230181455612183,0.612981915473938,0.5771681070327759,0.641464114189148,0.587334156036377,0.6568556427955627,Literary
pg23664,2,8.0,0.036586230226489255,0.003395727955153195,0.005193466284351946,0.050974580366635526,0.0167917780856342,155195,0.003634137697735108,0.13,0.8029999999999999,0.066,0.4685573366214551,0.5079097151756287,0.5410281419754028,0.5180016756057739,0.5037992596626282,0.5836343765258789,0.5082360506057739,0.46890369057655334,0.5113759636878967,0.5849884748458862,Literary
pg18239,9,3.333333333333333,0.03203620090702493,0.0056563917226465895,0.004915554576671639,0.06856748125381681,0.018400792895972448,99887,0.007598586402634978,0.15,0.7609999999999999,0.08900000000000001,0.5296321525885559,0.5344077348709106,0.5921757221221924,0.6474987268447876,0.6406873464584351,0.6237977743148804,0.6296192407608032,0.531885027885437,0.6055738925933838,0.6645503640174866,Literary
pg6105,2,7.5,0.035062860676009895,0.001056265457543281,0.002370156636438582,0.06350474031327287,0.002769476504534213,77632,0.001185078318219291,0.155,0.753,0.092,0.07302118171683389,0.5698771476745605,0.5438084602355957,0.5227178335189819,0.5314315557479858,0.6119595766067505,0.47517719864845276,0.9237001538276672,0.5982028245925903,0.5903089046478271,Love and Romance
pg38702,4,5.75,0.05302249615990357,0.0035192782563045633,0.008438490404619782,0.052089206898563126,0.026384865159145263,51431,0.007582975248391049,0.133,0.785,0.081,0.417115499700778,0.5939001441001892,0.579377293586731,0.6842101216316223,0.6977237462997437,0.6961002945899963,0.5819880366325378,0.6012646555900574,0.5861192941665649,0.6695694327354431,Literary
pg33004,4,4.75,0.04172177219375103,0.0012812035047115224,0.005961729211439907,0.06549636303521242,0.02107786410977021,96784,0.005362456604397421,0.124,0.8109999999999999,0.065,0.4672152224222165,0.5263066291809082,0.5951070785522461,0.7286114692687988,0.6866850852966309,0.6465646624565125,0.613916277885437,0.5991160273551941,0.7000560760498047,0.6460365056991577,Detective and Mystery
pg35441,6,4.166666666666667,0.02361753353460465,0.004089119883823136,0.0015286429472236025,0.08239385485535218,0.00703175755722857,26167,0.018267283219322045,0.133,0.7859999999999999,0.08,0.6318681318681318,0.5175489187240601,0.5488442182540894,0.825932502746582,0.714528501033783,0.6457855701446533,0.4915924072265625,0.6293623447418213,0.7171147465705872,0.6140787601470947,Literary
pg29400,6,4.5,0.03532292106373997,0.0011566061629379484,0.0037653018151118617,0.06425495989869143,0.008442380751371888,118450,0.004204305614183199,0.09300000000000001,0.7929999999999999,0.114,0.3377997179125529,0.6575366258621216,0.5276054739952087,0.5479717254638672,0.5526653528213501,0.7009949684143066,0.6323364973068237,0.682307779788971,0.6764777898788452,0.6786699295043945,Detective and Mystery
pg44264,11,4.181818181818182,0.02233524988942945,0.007044923232450875,0.0006002400960384152,0.0864029822455298,0.005212611360333607,31654,0.018702217729196943,0.161,0.747,0.092,0.5518867924528302,0.45273518562316895,0.48442402482032776,0.5732358694076538,0.558684229850769,0.7261753082275391,0.4600232243537903,0.5634436011314392,0.7686741948127747,0.6622320413589478,Literary
pg32116,4,4.0,0.044445525449563004,0.0020593147508553454,0.0014917870636117461,0.05188824569084335,0.006032008561560539,61671,0.003502456584131925,0.122,0.78,0.098,0.39749702026221695,0.6451200246810913,0.4961605668067932,0.5699333548545837,0.6273056268692017,0.6579228043556213,0.5586820840835571,0.5871753692626953,0.6821432113647461,0.7969911098480225,Literary
pg36247,6,4.5,0.043316085745152666,0.007221242963552623,0.00620913174503895,0.0608631375447774,0.023233069881162208,87935,0.007130266674248023,0.122,0.794,0.085,0.38131904921325743,0.5578593611717224,0.565993070602417,0.679519534111023,0.5858544111251831,0.6432482004165649,0.5527713894844055,0.496578186750412,0.5506981611251831,0.788025975227356,Detective and Mystery
pg51972,7,6.0,0.035276262060492176,0.0024211325118346397,0.004748310627687638,0.040826798684638455,0.013890796082824414,138365,0.0049579012033389965,0.13,0.7929999999999999,0.077,0.3912568306010929,0.40706342458724976,0.4609045386314392,0.6424416303634644,0.6344972252845764,0.4812981188297272,0.4573143720626831,0.42081207036972046,0.4746672511100769,0.5221179127693176,Literary
pg34619,3,6.0,0.04123483439747208,0.0015214366523192155,0.0026397576104341945,0.07669601175537379,0.009141623645986398,76901,0.003979142013757949,0.163,0.748,0.08900000000000001,0.4667016255899318,0.646329402923584,0.5523049831390381,0.5522635579109192,0.9096652865409851,0.5195683240890503,0.5610182881355286,0.5845689177513123,0.6199434399604797,0.5192806720733643,Ghost and Horror
pg16612,3,3.6666666666666665,0.049754631062381184,0.0010080021221097306,0.005411379813431186,0.06849109156019276,0.014324240682611962,113095,0.004376851319686989,0.14800000000000002,0.758,0.094,0.5261305171946926,0.5491832494735718,0.5836224555969238,0.6354399919509888,0.6243579983711243,0.7633562088012695,0.6618856191635132,0.6462463140487671,0.6433737277984619,0.6725205183029175,Literary
pg30090,1,9.0,0.03600564794477565,0.008879824286162536,0.005240037652965171,0.060401631628490736,0.020458111076247256,63740,0.006040163162849074,0.133,0.7879999999999999,0.079,0.4692520775623269,0.5048401355743408,0.5776287317276001,0.712501049041748,0.6713682413101196,0.6925256252288818,0.6425482034683228,0.5933902859687805,0.6247766017913818,0.6586730480194092,Literary
pg9746,6,5.333333333333333,0.04126679462571977,0.0,0.0028790786948176585,0.0671785028790787,0.008637236084452975,1042,0.023032629558541268,0.136,0.713,0.151,0.29411764705882354,0.7656075954437256,0.5805230140686035,0.4812238812446594,0.5765860080718994,0.7066268920898438,0.6642684936523438,0.4112779200077057,0.7716308236122131,0.5797411203384399,Detective and Mystery
pg30108,4,4.25,0.03895492852497129,0.003978522895534367,0.004967964241728132,0.05743603227101006,0.01834272034097671,144526,0.002677718887950957,0.121,0.79,0.08800000000000001,0.3948922863099375,0.5152047872543335,0.5962650775909424,0.628778874874115,0.6679377555847168,0.6339712738990784,0.6295561790466309,0.5463986396789551,0.5791774988174438,0.6910231709480286,Literary
pg7424,3,6.0,0.04750627408009615,0.0054787741684634685,0.004276978544413418,0.0636598211445336,0.02160875661282151,84873,0.0037821215227457493,0.188,0.7509999999999999,0.061,0.3815173275054636,0.5351369380950928,0.6289493441581726,0.6230883002281189,0.5970204472541809,0.6620009541511536,0.6428547501564026,0.6022019386291504,0.5937702059745789,0.6649765968322754,Literary
pg45816,7,3.2857142857142856,0.029455957392999006,0.0038679540011008788,0.004894449486008421,0.07365477022865559,0.011157559618560228,67219,0.005682917032386678,0.152,0.7490000000000001,0.099,0.4455032757593806,0.7078415751457214,0.7363825440406799,0.6837537288665771,0.6377942562103271,0.6183825731277466,0.6291952133178711,0.6599984169006348,0.6489318609237671,0.5885780453681946,Literary
pg28301,3,5.0,0.033458099044780164,0.00946751575096538,0.004174852652259332,0.0766377616692636,0.01581871146941264,118088,0.004107106564595895,0.156,0.76,0.084,0.39131652661064426,0.5152560472488403,0.5941904783248901,0.6179524660110474,0.5425258874893188,0.6395683288574219,0.6045471429824829,0.5678431391716003,0.5118619799613953,0.6085746884346008,Literary
pg33747,6,5.333333333333333,0.043335957710043865,0.0059160949274547295,0.003216736025194017,0.05303115510066359,0.013485547182544144,88910,0.0040490383533910695,0.17800000000000002,0.74,0.08199999999999999,0.3419469026548673,0.6789377927780151,0.6888899803161621,0.6844407916069031,0.726712167263031,0.6387710571289062,0.6193985342979431,0.6389387845993042,0.6308423280715942,0.6842873096466064,Literary
pg45636,2,5.5,0.05511089387181524,0.002016252214822509,0.004989715077086007,0.0624529031995275,0.026903729048288225,98202,0.0035335329219364172,0.124,0.8,0.076,0.5396546678372842,0.4101566672325134,0.47667229175567627,0.804816722869873,0.6335700750350952,0.5114306807518005,0.5321406126022339,0.38712435960769653,0.5140103697776794,0.5536513924598694,Detective and Mystery
pg36401,13,4.153846153846153,0.04620057060465687,0.005245881522839525,0.005153848513666902,0.058732398686995736,0.021459029972083318,65194,0.003267171825628125,0.124,0.789,0.087,0.4353549600376117,0.6392868757247925,0.6515334248542786,0.766110360622406,0.5405910015106201,0.6616966724395752,0.4835628867149353,0.5981982350349426,0.6007024645805359,0.5920213460922241,Literary
pg38474,2,5.0,0.04215703678950721,0.001388874385188125,0.003299881997890582,0.08193314606154907,0.016207015382044884,95761,0.0032163406814882892,0.147,0.762,0.09,0.4833689350015258,0.5074493885040283,0.5064688920974731,0.6515737771987915,0.624261736869812,0.6567879319190979,0.5799095034599304,0.573078453540802,0.6075000762939453,0.7290593385696411,Literary
pg16662,2,3.5,0.03037609401401097,0.0017656104645643875,0.00469563786633253,0.08481258582828648,0.01184667666546428,158019,0.0028604155196527,0.129,0.772,0.1,0.3570480928689884,0.551180362701416,0.6303128600120544,0.4703841209411621,0.5086842775344849,0.5990171432495117,0.48291581869125366,0.5665364265441895,0.5582262277603149,0.5920380353927612,Literary
pg33892,7,4.0,0.04371395382013084,0.004463102977439931,0.006134219160773604,0.05930424504269498,0.014540748741567997,98138,0.003067109580386802,0.11,0.773,0.11599999999999999,0.2954311233253177,0.669283390045166,0.6565710306167603,0.5470921397209167,0.5767546892166138,0.6677819490432739,0.6111752986907959,0.5996690988540649,0.6560243368148804,0.5814256072044373,Literary
pg1849,3,5.0,0.06575984990619138,0.004461121534292266,0.006514488221805295,0.05512820512820514,0.035376276839691474,95940,0.003523035230352303,0.133,0.782,0.085,0.5568211234791612,0.5175928473472595,0.539434015750885,0.7637027502059937,0.6851582527160645,0.5370986461639404,0.6304983496665955,0.48775213956832886,0.5207934975624084,0.6047663688659668,Detective and Mystery
pg36439,6,3.6666666666666665,0.03541128123550076,0.0024358719427321537,0.006164247365281368,0.0641611983827136,0.022154835288659108,60348,0.005186584476701796,0.147,0.758,0.095,0.7495263357332322,0.6317673921585083,0.6674760580062866,0.6981233954429626,0.7141339778900146,0.5877227187156677,0.6808144450187683,0.522758424282074,0.5699850916862488,0.6938263773918152,Literary
pg12303,6,3.333333333333333,0.034401917936097086,0.002492892604065006,0.0039037637374294562,0.0731054016209106,0.017482072389358002,188536,0.003421097297067934,0.14400000000000002,0.78,0.075,0.3622813688212928,0.5939850807189941,0.6433436274528503,0.5707415342330933,0.622256875038147,0.5705894231796265,0.6162177920341492,0.5217021703720093,0.5346490144729614,0.5347906351089478,Literary
pg42581,9,4.5555555555555545,0.0871156385587625,0.007508017355215997,0.009809469911337484,0.05436710054706659,0.002490096208262593,26505,0.017355215996981702,0.15,0.741,0.109,0.7822784810126582,0.5031856298446655,0.4711070656776428,0.5743311643600464,0.5655542612075806,0.7038275003433228,0.46680063009262085,0.4724431335926056,0.4803222417831421,0.6942451000213623,Literary
pg33469,6,4.5,0.03125848595480192,0.004012913737440787,0.005455148900220258,0.07807983586277645,0.021410252542014903,165715,0.003602570678574661,0.136,0.762,0.10300000000000001,0.497857948139797,0.5251051187515259,0.49172070622444153,0.5759226083755493,0.5864492654800415,0.5248152017593384,0.494098961353302,0.5399863719940186,0.6151513457298279,0.553758978843689,Literary
pg44421,8,4.125,0.0343758293640262,0.003673646128703329,0.005692056264055538,0.07723037812015476,0.023368859214147032,143182,0.002835551954854661,0.141,0.76,0.099,0.4933407325194229,0.432935506105423,0.46911728382110596,0.5030533075332642,0.5359817743301392,0.5118935108184814,0.5157940983772278,0.46663615107536316,0.5505791902542114,0.5491130352020264,Literary
pg33867,3,4.666666666666667,0.033683304077103966,0.008357345521588889,0.003455547091489197,0.08168560041510725,0.006171408383841729,90579,0.0041731527175173045,0.133,0.774,0.094,0.13519430760810072,0.6839151382446289,0.5889372825622559,0.4279467761516571,0.617617130279541,0.662131130695343,0.5682483911514282,0.7383309006690979,0.715739369392395,0.6784496903419495,Literary
pg5240,7,5.571428571428571,0.02321569182584692,0.0015836923920833075,0.002857724260574907,0.08261300397250214,0.013567554655082414,226054,0.006064922540631884,0.14800000000000002,0.77,0.08199999999999999,0.7434334639384704,0.4392547309398651,0.4850815236568451,0.5558643341064453,0.5831122994422913,0.558207631111145,0.49689021706581116,0.5122441053390503,0.6367148756980896,0.549599289894104,Literary
pg13721HermanVoyage2,6,4.166666666666667,0.03861496104871257,0.010918874949159966,0.005686262240715829,0.08893877295623064,0.016706817257453932,127852,0.010379188436629851,0.124,0.7829999999999999,0.09300000000000001,0.5913272010512484,0.6106705665588379,0.4964665174484253,0.4363801181316376,0.4405996799468994,0.6460844278335571,0.41717657446861267,0.5262400507926941,0.9133414030075073,0.4214913249015808,Sea and Adventure
pg29880,5,4.2,0.051755918511276026,0.007894019779127731,0.008799628139575888,0.05702126977512061,0.02425106990014265,124778,0.009953677731651412,0.129,0.772,0.098,0.4562363238512035,0.5297476053237915,0.521141529083252,0.6035363674163818,0.6444188952445984,0.6213089227676392,0.5579425096511841,0.5825871825218201,0.6108286380767822,0.6798738241195679,Literary
pg17062,8,3.25,0.018226566345545318,0.006258350326981225,0.0046269601293861175,0.08936080444413191,0.006624006750580128,71105,0.006764643836579706,0.168,0.7020000000000001,0.13,0.3085036255767963,0.5703315734863281,0.6478567123413086,0.5770026445388794,0.6098665595054626,0.6065272092819214,0.6281423568725586,0.38355663418769836,0.6313968896865845,0.5400035977363586,Literary
pg15013,5,3.6,0.06276295513963676,0.009773707083124123,0.010033415863012277,0.04932735426008968,0.03184895337361705,115514,0.002597087798881521,0.136,0.768,0.096,0.4621244181125688,0.6590709686279297,0.5357986092567444,0.6466273069381714,0.6863659620285034,0.6243436932563782,0.6290605664253235,0.6091934442520142,0.5940646529197693,0.6974915266036987,Literary
pg34402,5,4.8,0.05430979570359019,0.0027879582360163585,0.004735836341312557,0.057171607137911626,0.02317144096821544,108323,0.004218863953177073,0.126,0.789,0.085,0.35919260700389105,0.60936439037323,0.6204677224159241,0.6264423727989197,0.6897581815719604,0.587034285068512,0.5810896754264832,0.6160005331039429,0.5769639015197754,0.6387972831726074,Literary
pg1833,6,4.666666666666667,0.04345320424158598,0.0016136468418626096,0.005878284923928077,0.048178884278469336,0.012448132780082987,17352,0.004552789303826649,0.11,0.757,0.133,0.5993265993265994,0.6391222476959229,0.7606121301651001,0.70754075050354,0.6884379386901855,0.6029531955718994,0.5894526243209839,0.606701135635376,0.6962158679962158,0.7455114126205444,Detective and Mystery
pg16398,3,6.0,0.036707270442999936,0.0014311465559622002,0.003140875075107882,0.05890096684328399,0.011929862893974982,183070,0.001960998525154313,0.122,0.7909999999999999,0.087,0.2889231824417009,0.5979599952697754,0.6444008350372314,0.6019105315208435,0.6130437254905701,0.6632547378540039,0.6206151843070984,0.6398481130599976,0.5875762701034546,0.647024393081665,Literary
