book_id,title_word_count,title_avg_word_length,._count,!_count,?_count,",_count",``_count,length,proper_names,pos_sentiment,neu_sentiment,neg_sentiment,point_of_view
pg10067,9,4.777777777777779,0.04712369390450154,0.003926974492041795,0.007425341148668998,0.06566967078284643,0.02875147695943285,86326,0.0029191668790399185,0.104,0.8,0.096,0.644985747603006
pg1032,2,4.0,0.034161490683229816,0.0038222646918299095,0.005542283803153369,0.045962732919254665,0.016149068322981366,20930,0.0041567128523650266,0.143,0.779,0.078,0.272887323943662
pg10379,3,4.0,0.03654002144929745,0.006189809950514184,0.005672631458606666,0.0640811371394041,0.017676616454986416,183689,0.002433460904028004,0.156,0.759,0.085,0.4564198687910028
pg10473,5,3.6,0.06332293832293832,0.003170478170478171,0.009745322245322246,0.050225225225225226,0.03186070686070686,115440,0.0030665280665280667,0.1,0.824,0.076,0.5757326759791838
pg10812,5,4.6,0.04053990499929455,0.005314395898979448,0.004232704698302215,0.06720594459859851,0.016131307905751777,21263,0.0037153741240652776,0.163,0.715,0.122,0.31862745098039214
pg10826,12,5.166666666666667,0.02703767694219636,0.0037889121275499382,0.003091752296080749,0.07547512958079476,0.0009396502076323846,32991,0.013246036797914583,0.172,0.757,0.071,0.40710382513661203
pg10943,2,6.5,0.048791095822707235,0.00403297550560465,0.00796710357234644,0.0610877172172469,0.025799181543206217,50583,0.004191131407785225,0.099,0.826,0.075,0.4644616467276566
pg11004,4,4.75,0.08413089149672134,0.0013369267661227002,0.00789423423805785,0.05215075440867517,0.033274621734609426,94246,0.009973898096470937,0.121,0.825,0.055,0.4389124293785311
pg11005,1,3.0,0.0900372559850506,0.002115481800980173,0.007733261250249744,0.04758658784538178,0.034776170272779634,85087,0.007274906860037373,0.113,0.826,0.061,0.42155369383092156
pg11259,4,4.75,0.05000898836007369,0.024774167453148168,0.0072243944092400345,0.04484068131769359,0.03557143499168577,89004,0.003977349332614265,0.145,0.757,0.097,0.6071156289707751
pg11280,8,4.875,0.02449596249023183,0.003928106277676478,0.0033446209950507943,0.08531388382391247,0.014118259963532168,95975,0.0021672310497525397,0.124,0.78,0.096,0.2940230501206111
pg11520,3,5.0,0.06396619666276708,0.009982451819469244,0.008697124561295486,0.04551751739424912,0.02764608090634813,129928,0.0012853272581737577,0.141,0.757,0.101,0.4711627049935508
pg11581,5,3.8,0.04092736897107936,0.005327487107254015,0.005702342276847581,0.06335052366131268,0.01949246881886544,88034,0.003282822545834564,0.136,0.761,0.103,0.41881812966150317
pg11655,7,3.7142857142857135,0.04848584644402198,0.0026795203808212213,0.0028142448692423994,0.0551921320898762,0.011803362124455487,133606,0.0064892295256201065,0.148,0.776,0.076,0.361747632141766
pg11674,4,6.25,0.033452536375849086,0.010548523206751054,0.002942233827174509,0.06157877807420864,0.007171103668804753,105702,0.005931770448998127,0.156,0.75,0.094,0.3129876089949518
pg1190,3,4.666666666666667,0.025800035102088573,0.0025156496811560287,0.003744222781255485,0.07371438600596736,0.010472123091323934,17093,0.0015210905048850406,0.122,0.8,0.078,0.2235294117647059
pg1193,3,4.0,0.035289335599733934,0.0029931268937994234,0.005912349419850713,0.049405069839627516,0.01422659079151578,27062,0.004138644593895499,0.152,0.764,0.083,0.624693376941946
pg11931,5,5.0,0.043891402714932116,0.0006033182503770738,0.006636500754147814,0.06365007541478129,0.017647058823529408,6630,0.011764705882352941,0.115,0.845,0.04,0.4928571428571429
pg11970,4,3.5,0.044295566855902635,0.002376660299010771,0.006277970601160528,0.06117433924359422,0.01956036268733016,111501,0.0027174644173594857,0.197,0.712,0.092,0.42458884877657443
pg12102,5,4.6,0.0539795464650956,0.0034126278345931525,0.005135615829257448,0.0667741218319253,0.02616718541574033,89960,0.0058025789239662074,0.132,0.785,0.083,0.4665052461662631
pg1218,5,5.0,0.037095174303858315,0.01046641237767029,0.00502101463354774,0.07118898853654297,0.012808189060119235,195578,0.0017742281851742016,0.089,0.813,0.097,0.36540638442381707
pg12181,5,4.8,0.04793706293706294,0.0042307692307692315,0.00548951048951049,0.0636013986013986,0.0002447552447552448,28600,0.005979020979020979,0.087,0.802,0.111,0.23655913978494625
pg12303,6,3.333333333333333,0.034401917936097086,0.002492892604065006,0.0039037637374294562,0.0731054016209106,0.017482072389358002,188536,0.003421097297067934,0.144,0.78,0.075,0.36228136882129275
pg12304,3,4.0,0.0320676114365591,0.012598975528559209,0.008948031525027818,0.07334994804072135,0.023818501181728728,108739,0.003310679700935267,0.129,0.767,0.105,0.770198251971861
pg12360,5,3.2,0.06377202946072022,0.007593779244622561,0.0071294371459391485,0.044205367794660784,0.021902659608666768,139983,0.0013358764992891993,0.129,0.768,0.103,0.3226723525230988
pg12450,3,4.0,0.03629645556112982,0.00641837279119584,0.004300150505267685,0.0654339568551566,0.012295245148395008,125577,0.004140885671739251,0.152,0.757,0.091,0.26017624842635334
pg12453,5,4.0,0.028643319460049686,0.005575688521044664,0.0034920584682417853,0.08848833958422349,0.012960706429713092,189573,0.004436285757992963,0.151,0.751,0.097,0.7089425888871786
pg12470,3,5.0,0.044653817076243975,0.004056481835253185,0.005275865152463561,0.07286221781437734,0.02220090559534358,123013,0.0031378797362880346,0.154,0.74,0.106,0.444385593220339
pg12520,4,5.0,0.03983464472994912,0.001919116998708486,0.003941970051401214,0.07509452947919314,0.00842336758352049,192797,0.003999024881092548,0.159,0.739,0.101,0.38366057323403296
pg1253,3,3.6666666666666665,0.04134937015159063,0.0035584655896377477,0.0008540317415130597,0.06761084620311722,0.0035584655896377477,14051,0.01031955020994947,0.078,0.839,0.082,0.02023121387283237
pg12672,5,3.2,0.04844211216792391,0.0030064502022521047,0.00447141139171313,0.07638570022958346,0.01919755110965344,91470,0.002273969607521592,0.128,0.756,0.116,0.41740268236833494
pg1273,5,5.2,0.03642203502818011,0.004363371916853524,0.0035755408763105266,0.0632688927943761,0.014726380219380645,16501,0.01090842979213381,0.161,0.722,0.117,0.47583081570996977
pg12733,6,6.5,0.04548714221770875,0.0006930640651095184,0.0042450173987958004,0.030581451872957507,0.01094463669485448,207773,0.005948799892190034,0.107,0.801,0.092,0.24692622950819673
pg12886,9,4.777777777777779,0.0468788726410084,0.003257444322486988,0.0050986085047622426,0.0649010374252027,0.024360018411641825,28243,0.005488085543320469,0.179,0.719,0.102,0.44025157232704404
pg12935,6,4.5,0.052015352762407534,0.0068530469421607685,0.008427068324635856,0.057936094731871515,0.02248429005581722,82591,0.0018040706614522164,0.129,0.776,0.095,0.5313243457573354
pg12972,6,3.5,0.05074251195570098,0.0019003272086584445,0.006128869871633526,0.050390133400453056,0.01597029952177196,79460,0.0036748049332997737,0.101,0.796,0.103,0.6870807815689706
